eventID,parentEventID,eventDate,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,minimumDepthInMetres,maximumDepthInMetres,eventRemarks,type,geodeticDatum
GoA2019_Stn42:cast1,GoA2019_Stn42,2019-03-07T01:10:00Z,52.666666666666664,-143,0,NA,NA,cast,Event,EPSG:4326
GoA2019_Stn43:cast1,GoA2019_Stn43,2019-03-07T09:23:00Z,51.666666666666664,-143.0025,0,NA,NA,cast,Event,EPSG:4326
GoA2019_Stn44:cast1,GoA2019_Stn44,2019-03-07T17:58:00Z,50.6665,-142.9995,0,NA,NA,cast,Event,EPSG:4326
GoA2019_Stn45:cast1,GoA2019_Stn45,2019-03-08T02:35:00Z,49.666666666666664,-142.99883333333332,0,NA,NA,cast,Event,EPSG:4326
GoA2019_Stn46:cast1,GoA2019_Stn46,2019-03-08T12:19:00Z,48.667,-142.997,0,NA,NA,cast,Event,EPSG:4326
GoA2019_Stn47:cast1,GoA2019_Stn47,2019-03-08T20:30:00Z,48.666666666666664,-141.50133333333332,0,NA,NA,cast,Event,EPSG:4326
GoA2019_Stn48:cast1,GoA2019_Stn48,2019-03-09T05:50:00Z,49.666666666666664,-141.5,0,NA,NA,cast,Event,EPSG:4326
GoA2019_Stn49:cast1,GoA2019_Stn49,2019-03-09T14:20:00Z,50.66583333333333,-141.49916666666667,0,NA,NA,cast,Event,EPSG:4326
GoA2019_Stn50:cast1,GoA2019_Stn50,2019-03-09T22:51:00Z,51.66466666666667,-141.49816666666666,0,NA,NA,cast,Event,EPSG:4326
GoA2019_Stn51:cast1,GoA2019_Stn51,2019-03-10T06:55:00Z,52.666666666666664,-141.5,0,NA,NA,cast,Event,EPSG:4326
GoA2019_Stn52:cast1,GoA2019_Stn52,2019-03-10T15:02:00Z,53.6655,-141.49733333333333,0,NA,NA,cast,Event,EPSG:4326
GoA2019_Stn53:cast1,GoA2019_Stn53,2019-03-10T23:07:00Z,53.667833333333334,-140.00116666666668,0,NA,NA,cast,Event,EPSG:4326
GoA2019_Stn54:cast1,GoA2019_Stn54,2019-03-11T11:20:00Z,52.666666666666664,-140,0,NA,NA,cast,Event,EPSG:4326
GoA2019_Stn55:cast1,GoA2019_Stn55,2019-03-12T08:24:00Z,51.666666666666664,-139.9995,0,NA,NA,cast,Event,EPSG:4326
GoA2019_Stn56:cast1,GoA2019_Stn56,2019-03-12T15:50:00Z,50.666666666666664,-140.00016666666667,0,NA,NA,cast,Event,EPSG:4326
GoA2019_Stn57:cast1,GoA2019_Stn57,2019-03-13T00:27:00Z,50.6666666666667,-138.5,0,NA,NA,cast,Event,EPSG:4326
GoA2019_Stn58:cast1,GoA2019_Stn58,2019-03-13T18:08:00Z,49.663666666666664,-138.49683333333334,0,NA,NA,cast,Event,EPSG:4326
GoA2019_Stn59:cast1,GoA2019_Stn59,2019-03-14T07:40:00Z,48.666666666666664,-138.5,0,NA,NA,cast,Event,EPSG:4326
GoA2019_Stn60:cast1,GoA2019_Stn60,2019-03-14T15:59:00Z,48.6656666666667,-139.994,0,NA,NA,cast,Event,EPSG:4326
GoA2019_Stn1:cast1:niskin:0,GoA2019_Stn1:cast1,NA,NA,NA,NA,0,0,sample,Event,EPSG:4326
GoA2019_Stn1:cast1:niskin:25,GoA2019_Stn1:cast1,NA,NA,NA,NA,25,25,sample,Event,EPSG:4326
GoA2019_Stn1:cast1:niskin:50,GoA2019_Stn1:cast1,NA,NA,NA,NA,50,50,sample,Event,EPSG:4326
GoA2019_Stn1:cast1:niskin:75,GoA2019_Stn1:cast1,NA,NA,NA,NA,75,75,sample,Event,EPSG:4326
GoA2019_Stn1:cast1:niskin:100,GoA2019_Stn1:cast1,NA,NA,NA,NA,100,100,sample,Event,EPSG:4326
GoA2019_Stn1:cast1:niskin:150,GoA2019_Stn1:cast1,NA,NA,NA,NA,150,150,sample,Event,EPSG:4326
GoA2019_Stn2:cast1:niskin:0,GoA2019_Stn2:cast1,NA,NA,NA,NA,0,0,sample,Event,EPSG:4326
GoA2019_Stn2:cast1:niskin:25,GoA2019_Stn2:cast1,NA,NA,NA,NA,25,25,sample,Event,EPSG:4326
GoA2019_Stn2:cast1:niskin:50,GoA2019_Stn2:cast1,NA,NA,NA,NA,50,50,sample,Event,EPSG:4326
GoA2019_Stn2:cast1:niskin:75,GoA2019_Stn2:cast1,NA,NA,NA,NA,75,75,sample,Event,EPSG:4326
GoA2019_Stn2:cast1:niskin:100,GoA2019_Stn2:cast1,NA,NA,NA,NA,100,100,sample,Event,EPSG:4326
GoA2019_Stn2:cast1:niskin:150,GoA2019_Stn2:cast1,NA,NA,NA,NA,150,150,sample,Event,EPSG:4326
GoA2019_Stn3:cast1:niskin:0,GoA2019_Stn3:cast1,NA,NA,NA,NA,0,0,sample,Event,EPSG:4326
GoA2019_Stn3:cast1:niskin:25,GoA2019_Stn3:cast1,NA,NA,NA,NA,25,25,sample,Event,EPSG:4326
GoA2019_Stn3:cast1:niskin:50,GoA2019_Stn3:cast1,NA,NA,NA,NA,50,50,sample,Event,EPSG:4326
GoA2019_Stn3:cast1:niskin:75,GoA2019_Stn3:cast1,NA,NA,NA,NA,75,75,sample,Event,EPSG:4326
GoA2019_Stn3:cast1:niskin:100,GoA2019_Stn3:cast1,NA,NA,NA,NA,100,100,sample,Event,EPSG:4326
GoA2019_Stn3:cast1:niskin:150,GoA2019_Stn3:cast1,NA,NA,NA,NA,150,150,sample,Event,EPSG:4326
GoA2019_Stn4:cast1:niskin:0,GoA2019_Stn4:cast1,NA,NA,NA,NA,0,0,sample,Event,EPSG:4326
GoA2019_Stn4:cast1:niskin:25,GoA2019_Stn4:cast1,NA,NA,NA,NA,25,25,sample,Event,EPSG:4326
GoA2019_Stn4:cast1:niskin:50,GoA2019_Stn4:cast1,NA,NA,NA,NA,50,50,sample,Event,EPSG:4326
GoA2019_Stn4:cast1:niskin:75,GoA2019_Stn4:cast1,NA,NA,NA,NA,75,75,sample,Event,EPSG:4326
GoA2019_Stn4:cast1:niskin:100,GoA2019_Stn4:cast1,NA,NA,NA,NA,100,100,sample,Event,EPSG:4326
GoA2019_Stn4:cast1:niskin:150,GoA2019_Stn4:cast1,NA,NA,NA,NA,150,150,sample,Event,EPSG:4326
GoA2019_Stn5:cast1:niskin:0,GoA2019_Stn5:cast1,NA,NA,NA,NA,0,0,sample,Event,EPSG:4326
GoA2019_Stn5:cast1:niskin:25,GoA2019_Stn5:cast1,NA,NA,NA,NA,25,25,sample,Event,EPSG:4326
GoA2019_Stn5:cast1:niskin:50,GoA2019_Stn5:cast1,NA,NA,NA,NA,50,50,sample,Event,EPSG:4326
GoA2019_Stn5:cast1:niskin:75,GoA2019_Stn5:cast1,NA,NA,NA,NA,75,75,sample,Event,EPSG:4326
GoA2019_Stn5:cast1:niskin:100,GoA2019_Stn5:cast1,NA,NA,NA,NA,100,100,sample,Event,EPSG:4326
GoA2019_Stn5:cast1:niskin:150,GoA2019_Stn5:cast1,NA,NA,NA,NA,150,150,sample,Event,EPSG:4326
GoA2019_Stn6:cast1:niskin:0,GoA2019_Stn6:cast1,NA,NA,NA,NA,0,0,sample,Event,EPSG:4326
GoA2019_Stn6:cast1:niskin:25,GoA2019_Stn6:cast1,NA,NA,NA,NA,25,25,sample,Event,EPSG:4326
GoA2019_Stn6:cast1:niskin:50,GoA2019_Stn6:cast1,NA,NA,NA,NA,50,50,sample,Event,EPSG:4326
GoA2019_Stn6:cast1:niskin:75,GoA2019_Stn6:cast1,NA,NA,NA,NA,75,75,sample,Event,EPSG:4326
GoA2019_Stn6:cast1:niskin:100,GoA2019_Stn6:cast1,NA,NA,NA,NA,100,100,sample,Event,EPSG:4326
GoA2019_Stn6:cast1:niskin:150,GoA2019_Stn6:cast1,NA,NA,NA,NA,150,150,sample,Event,EPSG:4326
GoA2019_Stn7:cast1:niskin:0,GoA2019_Stn7:cast1,NA,NA,NA,NA,0,0,sample,Event,EPSG:4326
GoA2019_Stn7:cast1:niskin:25,GoA2019_Stn7:cast1,NA,NA,NA,NA,25,25,sample,Event,EPSG:4326
GoA2019_Stn7:cast1:niskin:50,GoA2019_Stn7:cast1,NA,NA,NA,NA,50,50,sample,Event,EPSG:4326
GoA2019_Stn7:cast1:niskin:75,GoA2019_Stn7:cast1,NA,NA,NA,NA,75,75,sample,Event,EPSG:4326
GoA2019_Stn7:cast1:niskin:100,GoA2019_Stn7:cast1,NA,NA,NA,NA,100,100,sample,Event,EPSG:4326
GoA2019_Stn7:cast1:niskin:150,GoA2019_Stn7:cast1,NA,NA,NA,NA,150,150,sample,Event,EPSG:4326
GoA2019_Stn8:cast1:niskin:0,GoA2019_Stn8:cast1,NA,NA,NA,NA,0,0,sample,Event,EPSG:4326
GoA2019_Stn8:cast1:niskin:25,GoA2019_Stn8:cast1,NA,NA,NA,NA,25,25,sample,Event,EPSG:4326
GoA2019_Stn8:cast1:niskin:50,GoA2019_Stn8:cast1,NA,NA,NA,NA,50,50,sample,Event,EPSG:4326
GoA2019_Stn8:cast1:niskin:75,GoA2019_Stn8:cast1,NA,NA,NA,NA,75,75,sample,Event,EPSG:4326
GoA2019_Stn8:cast1:niskin:100,GoA2019_Stn8:cast1,NA,NA,NA,NA,100,100,sample,Event,EPSG:4326
GoA2019_Stn8:cast1:niskin:150,GoA2019_Stn8:cast1,NA,NA,NA,NA,150,150,sample,Event,EPSG:4326
GoA2019_Stn9:cast1:niskin:0,GoA2019_Stn9:cast1,NA,NA,NA,NA,0,0,sample,Event,EPSG:4326
GoA2019_Stn9:cast1:niskin:25,GoA2019_Stn9:cast1,NA,NA,NA,NA,25,25,sample,Event,EPSG:4326
GoA2019_Stn9:cast1:niskin:50,GoA2019_Stn9:cast1,NA,NA,NA,NA,50,50,sample,Event,EPSG:4326
GoA2019_Stn9:cast1:niskin:75,GoA2019_Stn9:cast1,NA,NA,NA,NA,75,75,sample,Event,EPSG:4326
GoA2019_Stn9:cast1:niskin:100,GoA2019_Stn9:cast1,NA,NA,NA,NA,100,100,sample,Event,EPSG:4326
GoA2019_Stn9:cast1:niskin:150,GoA2019_Stn9:cast1,NA,NA,NA,NA,150,150,sample,Event,EPSG:4326
GoA2019_Stn10:cast1:niskin:0,GoA2019_Stn10:cast1,NA,NA,NA,NA,0,0,sample,Event,EPSG:4326
GoA2019_Stn10:cast1:niskin:25,GoA2019_Stn10:cast1,NA,NA,NA,NA,25,25,sample,Event,EPSG:4326
GoA2019_Stn10:cast1:niskin:50,GoA2019_Stn10:cast1,NA,NA,NA,NA,50,50,sample,Event,EPSG:4326
GoA2019_Stn10:cast1:niskin:75,GoA2019_Stn10:cast1,NA,NA,NA,NA,75,75,sample,Event,EPSG:4326
GoA2019_Stn10:cast1:niskin:100,GoA2019_Stn10:cast1,NA,NA,NA,NA,100,100,sample,Event,EPSG:4326
GoA2019_Stn10:cast1:niskin:150,GoA2019_Stn10:cast1,NA,NA,NA,NA,150,150,sample,Event,EPSG:4326
GoA2019_Stn11:cast1:niskin:0,GoA2019_Stn11:cast1,NA,NA,NA,NA,0,0,sample,Event,EPSG:4326
GoA2019_Stn11:cast1:niskin:25,GoA2019_Stn11:cast1,NA,NA,NA,NA,25,25,sample,Event,EPSG:4326
GoA2019_Stn11:cast1:niskin:50,GoA2019_Stn11:cast1,NA,NA,NA,NA,50,50,sample,Event,EPSG:4326
GoA2019_Stn11:cast1:niskin:75,GoA2019_Stn11:cast1,NA,NA,NA,NA,75,75,sample,Event,EPSG:4326
GoA2019_Stn11:cast1:niskin:100,GoA2019_Stn11:cast1,NA,NA,NA,NA,100,100,sample,Event,EPSG:4326
GoA2019_Stn11:cast1:niskin:150,GoA2019_Stn11:cast1,NA,NA,NA,NA,150,150,sample,Event,EPSG:4326
GoA2019_Stn12:cast1:niskin:0,GoA2019_Stn12:cast1,NA,NA,NA,NA,0,0,sample,Event,EPSG:4326
GoA2019_Stn12:cast1:niskin:25,GoA2019_Stn12:cast1,NA,NA,NA,NA,25,25,sample,Event,EPSG:4326
GoA2019_Stn12:cast1:niskin:50,GoA2019_Stn12:cast1,NA,NA,NA,NA,50,50,sample,Event,EPSG:4326
GoA2019_Stn12:cast1:niskin:75,GoA2019_Stn12:cast1,NA,NA,NA,NA,75,75,sample,Event,EPSG:4326
GoA2019_Stn12:cast1:niskin:100,GoA2019_Stn12:cast1,NA,NA,NA,NA,100,100,sample,Event,EPSG:4326
GoA2019_Stn12:cast1:niskin:150,GoA2019_Stn12:cast1,NA,NA,NA,NA,150,150,sample,Event,EPSG:4326
GoA2019_Stn13:cast1:niskin:0,GoA2019_Stn13:cast1,NA,NA,NA,NA,0,0,sample,Event,EPSG:4326
GoA2019_Stn13:cast1:niskin:25,GoA2019_Stn13:cast1,NA,NA,NA,NA,25,25,sample,Event,EPSG:4326
GoA2019_Stn13:cast1:niskin:50,GoA2019_Stn13:cast1,NA,NA,NA,NA,50,50,sample,Event,EPSG:4326
GoA2019_Stn13:cast1:niskin:75,GoA2019_Stn13:cast1,NA,NA,NA,NA,75,75,sample,Event,EPSG:4326
GoA2019_Stn13:cast1:niskin:100,GoA2019_Stn13:cast1,NA,NA,NA,NA,100,100,sample,Event,EPSG:4326
GoA2019_Stn13:cast1:niskin:150,GoA2019_Stn13:cast1,NA,NA,NA,NA,150,150,sample,Event,EPSG:4326
GoA2019_Stn14:cast1:niskin:0,GoA2019_Stn14:cast1,NA,NA,NA,NA,0,0,sample,Event,EPSG:4326
GoA2019_Stn14:cast1:niskin:25,GoA2019_Stn14:cast1,NA,NA,NA,NA,25,25,sample,Event,EPSG:4326
GoA2019_Stn14:cast1:niskin:50,GoA2019_Stn14:cast1,NA,NA,NA,NA,50,50,sample,Event,EPSG:4326
GoA2019_Stn14:cast1:niskin:75,GoA2019_Stn14:cast1,NA,NA,NA,NA,75,75,sample,Event,EPSG:4326
GoA2019_Stn14:cast1:niskin:100,GoA2019_Stn14:cast1,NA,NA,NA,NA,100,100,sample,Event,EPSG:4326
GoA2019_Stn14:cast1:niskin:150,GoA2019_Stn14:cast1,NA,NA,NA,NA,150,150,sample,Event,EPSG:4326
GoA2019_Stn15:cast1:niskin:0,GoA2019_Stn15:cast1,NA,NA,NA,NA,0,0,sample,Event,EPSG:4326
GoA2019_Stn15:cast1:niskin:25,GoA2019_Stn15:cast1,NA,NA,NA,NA,25,25,sample,Event,EPSG:4326
GoA2019_Stn15:cast1:niskin:50,GoA2019_Stn15:cast1,NA,NA,NA,NA,50,50,sample,Event,EPSG:4326
GoA2019_Stn15:cast1:niskin:75,GoA2019_Stn15:cast1,NA,NA,NA,NA,75,75,sample,Event,EPSG:4326
GoA2019_Stn15:cast1:niskin:100,GoA2019_Stn15:cast1,NA,NA,NA,NA,100,100,sample,Event,EPSG:4326
GoA2019_Stn15:cast1:niskin:150,GoA2019_Stn15:cast1,NA,NA,NA,NA,150,150,sample,Event,EPSG:4326
GoA2019_Stn16:cast1:niskin:0,GoA2019_Stn16:cast1,NA,NA,NA,NA,0,0,sample,Event,EPSG:4326
GoA2019_Stn16:cast1:niskin:25,GoA2019_Stn16:cast1,NA,NA,NA,NA,25,25,sample,Event,EPSG:4326
GoA2019_Stn16:cast1:niskin:50,GoA2019_Stn16:cast1,NA,NA,NA,NA,50,50,sample,Event,EPSG:4326
GoA2019_Stn16:cast1:niskin:75,GoA2019_Stn16:cast1,NA,NA,NA,NA,75,75,sample,Event,EPSG:4326
GoA2019_Stn16:cast1:niskin:100,GoA2019_Stn16:cast1,NA,NA,NA,NA,100,100,sample,Event,EPSG:4326
