occurrenceID,measurementType,measurementValue,measurementID,measurementUnit,measurementUnitID
GoA2019_Stn24:trawl1:Oncorhynchus kisutch,clio_pyramidata,4.8,GoA2019_Stn24:trawl1:Oncorhynchus kisutch:c.pyramidata,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn24:trawl1:Oncorhynchus kisutch,chormiphora_cucumis,NA,GoA2019_Stn24:trawl1:Oncorhynchus kisutch:c.cucumis,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn24:trawl1:Oncorhynchus kisutch,symbolophorus_californiensis,NA,GoA2019_Stn24:trawl1:Oncorhynchus kisutch:s.californiensis,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn24:trawl1:Oncorhynchus kisutch,okutania_anonycha,NA,GoA2019_Stn24:trawl1:Oncorhynchus kisutch:o.anonycha,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn24:trawl1:Oncorhynchus kisutch,sebastes,NA,GoA2019_Stn24:trawl1:Oncorhynchus kisutch:sebastes,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn24:trawl1:Oncorhynchus kisutch,mictostomus_pacificus,NA,GoA2019_Stn24:trawl1:Oncorhynchus kisutch:m.pacificus,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn25:trawl1:Oncorhynchus keta,boreoteuthis_borealis,NA,GoA2019_Stn25:trawl1:Oncorhynchus keta:b.borealis,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn25:trawl1:Oncorhynchus keta,neocalanus_cristatus,NA,GoA2019_Stn25:trawl1:Oncorhynchus keta:n.cristatus,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn25:trawl1:Oncorhynchus keta,pisces,NA,GoA2019_Stn25:trawl1:Oncorhynchus keta:pisces,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn25:trawl1:Oncorhynchus keta,tomopteris,NA,GoA2019_Stn25:trawl1:Oncorhynchus keta:tomopteris,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn25:trawl1:Oncorhynchus keta,chuneola_major,NA,GoA2019_Stn25:trawl1:Oncorhynchus keta:c.major,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn25:trawl1:Oncorhynchus keta,sergestes_pacificus,NA,GoA2019_Stn25:trawl1:Oncorhynchus keta:s.pacificus,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn25:trawl1:Oncorhynchus keta,e_pacifica,3.78,GoA2019_Stn25:trawl1:Oncorhynchus keta:e.pacifica,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn25:trawl1:Oncorhynchus keta,tarletonbeania_crenularis,NA,GoA2019_Stn25:trawl1:Oncorhynchus keta:t.crenularis,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn25:trawl1:Oncorhynchus keta,hyperia_sp,NA,GoA2019_Stn25:trawl1:Oncorhynchus keta:hyperia_sp,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn25:trawl1:Oncorhynchus keta,clione_limacina,NA,GoA2019_Stn25:trawl1:Oncorhynchus keta:c.limacina,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn25:trawl1:Oncorhynchus keta,th_spinifera,NA,GoA2019_Stn25:trawl1:Oncorhynchus keta:t.spinifera,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn25:trawl1:Oncorhynchus keta,themisto_pacifica,NA,GoA2019_Stn25:trawl1:Oncorhynchus keta:t.pacifica,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn25:trawl1:Oncorhynchus keta,limacina_helicina,0.04,GoA2019_Stn25:trawl1:Oncorhynchus keta:l.helicina,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn25:trawl1:Oncorhynchus keta,primno_macropa,0.22,GoA2019_Stn25:trawl1:Oncorhynchus keta:p.macropa,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn25:trawl1:Oncorhynchus keta,th_inspinata,NA,GoA2019_Stn25:trawl1:Oncorhynchus keta:t.inspinata,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn25:trawl1:Oncorhynchus keta,coelenterata,NA,GoA2019_Stn25:trawl1:Oncorhynchus keta:coelenterata,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn25:trawl1:Oncorhynchus keta,vanadis_sp,NA,GoA2019_Stn25:trawl1:Oncorhynchus keta:vanadis_sp,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn25:trawl1:Oncorhynchus keta,sagitta_elegans,NA,GoA2019_Stn25:trawl1:Oncorhynchus keta:s.elegans,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn25:trawl1:Oncorhynchus keta,salpa_aspera,NA,GoA2019_Stn25:trawl1:Oncorhynchus keta:s.aspera,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn25:trawl1:Oncorhynchus keta,cyclosalpa,NA,GoA2019_Stn25:trawl1:Oncorhynchus keta:cyclosalpa,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn25:trawl1:Oncorhynchus keta,th_longipes,NA,GoA2019_Stn25:trawl1:Oncorhynchus keta:t.longipes,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn25:trawl1:Oncorhynchus keta,cephalopoda,NA,GoA2019_Stn25:trawl1:Oncorhynchus keta:cephalopoda,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn25:trawl1:Oncorhynchus keta,phronima_sedentaria,NA,GoA2019_Stn25:trawl1:Oncorhynchus keta:p.sedentaria,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn25:trawl1:Oncorhynchus keta,oikopleura,NA,GoA2019_Stn25:trawl1:Oncorhynchus keta:oikopleura,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn25:trawl1:Oncorhynchus keta,isopoda,NA,GoA2019_Stn25:trawl1:Oncorhynchus keta:isopoda,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn25:trawl1:Oncorhynchus keta,clio_pyramidata,NA,GoA2019_Stn25:trawl1:Oncorhynchus keta:c.pyramidata,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn25:trawl1:Oncorhynchus keta,chormiphora_cucumis,NA,GoA2019_Stn25:trawl1:Oncorhynchus keta:c.cucumis,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn25:trawl1:Oncorhynchus keta,symbolophorus_californiensis,NA,GoA2019_Stn25:trawl1:Oncorhynchus keta:s.californiensis,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn25:trawl1:Oncorhynchus keta,okutania_anonycha,NA,GoA2019_Stn25:trawl1:Oncorhynchus keta:o.anonycha,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn25:trawl1:Oncorhynchus keta,sebastes,NA,GoA2019_Stn25:trawl1:Oncorhynchus keta:sebastes,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn25:trawl1:Oncorhynchus keta,mictostomus_pacificus,NA,GoA2019_Stn25:trawl1:Oncorhynchus keta:m.pacificus,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn25:trawl1:Oncorhynchus keta,boreoteuthis_borealis,NA,GoA2019_Stn25:trawl1:Oncorhynchus keta:b.borealis,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn25:trawl1:Oncorhynchus keta,neocalanus_cristatus,NA,GoA2019_Stn25:trawl1:Oncorhynchus keta:n.cristatus,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn25:trawl1:Oncorhynchus keta,pisces,NA,GoA2019_Stn25:trawl1:Oncorhynchus keta:pisces,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn25:trawl1:Oncorhynchus keta,tomopteris,NA,GoA2019_Stn25:trawl1:Oncorhynchus keta:tomopteris,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn25:trawl1:Oncorhynchus keta,chuneola_major,NA,GoA2019_Stn25:trawl1:Oncorhynchus keta:c.major,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn25:trawl1:Oncorhynchus keta,sergestes_pacificus,NA,GoA2019_Stn25:trawl1:Oncorhynchus keta:s.pacificus,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn25:trawl1:Oncorhynchus keta,e_pacifica,NA,GoA2019_Stn25:trawl1:Oncorhynchus keta:e.pacifica,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn25:trawl1:Oncorhynchus keta,tarletonbeania_crenularis,NA,GoA2019_Stn25:trawl1:Oncorhynchus keta:t.crenularis,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn25:trawl1:Oncorhynchus keta,hyperia_sp,NA,GoA2019_Stn25:trawl1:Oncorhynchus keta:hyperia_sp,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn25:trawl1:Oncorhynchus keta,clione_limacina,NA,GoA2019_Stn25:trawl1:Oncorhynchus keta:c.limacina,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn25:trawl1:Oncorhynchus keta,th_spinifera,NA,GoA2019_Stn25:trawl1:Oncorhynchus keta:t.spinifera,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn25:trawl1:Oncorhynchus keta,themisto_pacifica,0.72,GoA2019_Stn25:trawl1:Oncorhynchus keta:t.pacifica,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn25:trawl1:Oncorhynchus keta,limacina_helicina,0.72,GoA2019_Stn25:trawl1:Oncorhynchus keta:l.helicina,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn25:trawl1:Oncorhynchus keta,primno_macropa,NA,GoA2019_Stn25:trawl1:Oncorhynchus keta:p.macropa,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn25:trawl1:Oncorhynchus keta,th_inspinata,NA,GoA2019_Stn25:trawl1:Oncorhynchus keta:t.inspinata,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn25:trawl1:Oncorhynchus keta,coelenterata,NA,GoA2019_Stn25:trawl1:Oncorhynchus keta:coelenterata,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn25:trawl1:Oncorhynchus keta,vanadis_sp,NA,GoA2019_Stn25:trawl1:Oncorhynchus keta:vanadis_sp,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn25:trawl1:Oncorhynchus keta,sagitta_elegans,NA,GoA2019_Stn25:trawl1:Oncorhynchus keta:s.elegans,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn25:trawl1:Oncorhynchus keta,salpa_aspera,NA,GoA2019_Stn25:trawl1:Oncorhynchus keta:s.aspera,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn25:trawl1:Oncorhynchus keta,cyclosalpa,NA,GoA2019_Stn25:trawl1:Oncorhynchus keta:cyclosalpa,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn25:trawl1:Oncorhynchus keta,th_longipes,NA,GoA2019_Stn25:trawl1:Oncorhynchus keta:t.longipes,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn25:trawl1:Oncorhynchus keta,cephalopoda,5.76,GoA2019_Stn25:trawl1:Oncorhynchus keta:cephalopoda,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn25:trawl1:Oncorhynchus keta,phronima_sedentaria,NA,GoA2019_Stn25:trawl1:Oncorhynchus keta:p.sedentaria,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn25:trawl1:Oncorhynchus keta,oikopleura,NA,GoA2019_Stn25:trawl1:Oncorhynchus keta:oikopleura,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn25:trawl1:Oncorhynchus keta,isopoda,NA,GoA2019_Stn25:trawl1:Oncorhynchus keta:isopoda,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn25:trawl1:Oncorhynchus keta,clio_pyramidata,NA,GoA2019_Stn25:trawl1:Oncorhynchus keta:c.pyramidata,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn25:trawl1:Oncorhynchus keta,chormiphora_cucumis,NA,GoA2019_Stn25:trawl1:Oncorhynchus keta:c.cucumis,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn25:trawl1:Oncorhynchus keta,symbolophorus_californiensis,NA,GoA2019_Stn25:trawl1:Oncorhynchus keta:s.californiensis,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn25:trawl1:Oncorhynchus keta,okutania_anonycha,NA,GoA2019_Stn25:trawl1:Oncorhynchus keta:o.anonycha,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn25:trawl1:Oncorhynchus keta,sebastes,NA,GoA2019_Stn25:trawl1:Oncorhynchus keta:sebastes,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn25:trawl1:Oncorhynchus keta,mictostomus_pacificus,NA,GoA2019_Stn25:trawl1:Oncorhynchus keta:m.pacificus,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn25:trawl1:Oncorhynchus nerka,boreoteuthis_borealis,NA,GoA2019_Stn25:trawl1:Oncorhynchus nerka:b.borealis,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn25:trawl1:Oncorhynchus nerka,neocalanus_cristatus,NA,GoA2019_Stn25:trawl1:Oncorhynchus nerka:n.cristatus,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn25:trawl1:Oncorhynchus nerka,pisces,NA,GoA2019_Stn25:trawl1:Oncorhynchus nerka:pisces,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn25:trawl1:Oncorhynchus nerka,tomopteris,NA,GoA2019_Stn25:trawl1:Oncorhynchus nerka:tomopteris,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn25:trawl1:Oncorhynchus nerka,chuneola_major,NA,GoA2019_Stn25:trawl1:Oncorhynchus nerka:c.major,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn25:trawl1:Oncorhynchus nerka,sergestes_pacificus,NA,GoA2019_Stn25:trawl1:Oncorhynchus nerka:s.pacificus,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn25:trawl1:Oncorhynchus nerka,e_pacifica,NA,GoA2019_Stn25:trawl1:Oncorhynchus nerka:e.pacifica,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn25:trawl1:Oncorhynchus nerka,tarletonbeania_crenularis,NA,GoA2019_Stn25:trawl1:Oncorhynchus nerka:t.crenularis,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn25:trawl1:Oncorhynchus nerka,hyperia_sp,NA,GoA2019_Stn25:trawl1:Oncorhynchus nerka:hyperia_sp,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn25:trawl1:Oncorhynchus nerka,clione_limacina,NA,GoA2019_Stn25:trawl1:Oncorhynchus nerka:c.limacina,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn25:trawl1:Oncorhynchus nerka,th_spinifera,NA,GoA2019_Stn25:trawl1:Oncorhynchus nerka:t.spinifera,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn25:trawl1:Oncorhynchus nerka,themisto_pacifica,NA,GoA2019_Stn25:trawl1:Oncorhynchus nerka:t.pacifica,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn25:trawl1:Oncorhynchus nerka,limacina_helicina,1.05,GoA2019_Stn25:trawl1:Oncorhynchus nerka:l.helicina,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn25:trawl1:Oncorhynchus nerka,primno_macropa,NA,GoA2019_Stn25:trawl1:Oncorhynchus nerka:p.macropa,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn25:trawl1:Oncorhynchus nerka,th_inspinata,NA,GoA2019_Stn25:trawl1:Oncorhynchus nerka:t.inspinata,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn25:trawl1:Oncorhynchus nerka,coelenterata,NA,GoA2019_Stn25:trawl1:Oncorhynchus nerka:coelenterata,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn25:trawl1:Oncorhynchus nerka,vanadis_sp,NA,GoA2019_Stn25:trawl1:Oncorhynchus nerka:vanadis_sp,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn25:trawl1:Oncorhynchus nerka,sagitta_elegans,NA,GoA2019_Stn25:trawl1:Oncorhynchus nerka:s.elegans,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn25:trawl1:Oncorhynchus nerka,salpa_aspera,NA,GoA2019_Stn25:trawl1:Oncorhynchus nerka:s.aspera,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn25:trawl1:Oncorhynchus nerka,cyclosalpa,NA,GoA2019_Stn25:trawl1:Oncorhynchus nerka:cyclosalpa,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn25:trawl1:Oncorhynchus nerka,th_longipes,33.8,GoA2019_Stn25:trawl1:Oncorhynchus nerka:t.longipes,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn25:trawl1:Oncorhynchus nerka,cephalopoda,NA,GoA2019_Stn25:trawl1:Oncorhynchus nerka:cephalopoda,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn25:trawl1:Oncorhynchus nerka,phronima_sedentaria,NA,GoA2019_Stn25:trawl1:Oncorhynchus nerka:p.sedentaria,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn25:trawl1:Oncorhynchus nerka,oikopleura,NA,GoA2019_Stn25:trawl1:Oncorhynchus nerka:oikopleura,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn25:trawl1:Oncorhynchus nerka,isopoda,NA,GoA2019_Stn25:trawl1:Oncorhynchus nerka:isopoda,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn25:trawl1:Oncorhynchus nerka,clio_pyramidata,NA,GoA2019_Stn25:trawl1:Oncorhynchus nerka:c.pyramidata,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn25:trawl1:Oncorhynchus nerka,chormiphora_cucumis,NA,GoA2019_Stn25:trawl1:Oncorhynchus nerka:c.cucumis,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn25:trawl1:Oncorhynchus nerka,symbolophorus_californiensis,NA,GoA2019_Stn25:trawl1:Oncorhynchus nerka:s.californiensis,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn25:trawl1:Oncorhynchus nerka,okutania_anonycha,0.35,GoA2019_Stn25:trawl1:Oncorhynchus nerka:o.anonycha,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn25:trawl1:Oncorhynchus nerka,sebastes,NA,GoA2019_Stn25:trawl1:Oncorhynchus nerka:sebastes,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn25:trawl1:Oncorhynchus nerka,mictostomus_pacificus,NA,GoA2019_Stn25:trawl1:Oncorhynchus nerka:m.pacificus,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn25:trawl1:Oncorhynchus nerka,boreoteuthis_borealis,NA,GoA2019_Stn25:trawl1:Oncorhynchus nerka:b.borealis,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn25:trawl1:Oncorhynchus nerka,neocalanus_cristatus,NA,GoA2019_Stn25:trawl1:Oncorhynchus nerka:n.cristatus,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn25:trawl1:Oncorhynchus nerka,pisces,NA,GoA2019_Stn25:trawl1:Oncorhynchus nerka:pisces,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn25:trawl1:Oncorhynchus nerka,tomopteris,NA,GoA2019_Stn25:trawl1:Oncorhynchus nerka:tomopteris,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn25:trawl1:Oncorhynchus nerka,chuneola_major,NA,GoA2019_Stn25:trawl1:Oncorhynchus nerka:c.major,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn25:trawl1:Oncorhynchus nerka,sergestes_pacificus,NA,GoA2019_Stn25:trawl1:Oncorhynchus nerka:s.pacificus,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn25:trawl1:Oncorhynchus nerka,e_pacifica,NA,GoA2019_Stn25:trawl1:Oncorhynchus nerka:e.pacifica,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn25:trawl1:Oncorhynchus nerka,tarletonbeania_crenularis,NA,GoA2019_Stn25:trawl1:Oncorhynchus nerka:t.crenularis,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn25:trawl1:Oncorhynchus nerka,hyperia_sp,NA,GoA2019_Stn25:trawl1:Oncorhynchus nerka:hyperia_sp,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn25:trawl1:Oncorhynchus nerka,clione_limacina,NA,GoA2019_Stn25:trawl1:Oncorhynchus nerka:c.limacina,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn25:trawl1:Oncorhynchus nerka,th_spinifera,NA,GoA2019_Stn25:trawl1:Oncorhynchus nerka:t.spinifera,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn25:trawl1:Oncorhynchus nerka,themisto_pacifica,NA,GoA2019_Stn25:trawl1:Oncorhynchus nerka:t.pacifica,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn25:trawl1:Oncorhynchus nerka,limacina_helicina,6.44,GoA2019_Stn25:trawl1:Oncorhynchus nerka:l.helicina,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn25:trawl1:Oncorhynchus nerka,primno_macropa,NA,GoA2019_Stn25:trawl1:Oncorhynchus nerka:p.macropa,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn25:trawl1:Oncorhynchus nerka,th_inspinata,NA,GoA2019_Stn25:trawl1:Oncorhynchus nerka:t.inspinata,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn25:trawl1:Oncorhynchus nerka,coelenterata,NA,GoA2019_Stn25:trawl1:Oncorhynchus nerka:coelenterata,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn25:trawl1:Oncorhynchus nerka,vanadis_sp,NA,GoA2019_Stn25:trawl1:Oncorhynchus nerka:vanadis_sp,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn25:trawl1:Oncorhynchus nerka,sagitta_elegans,NA,GoA2019_Stn25:trawl1:Oncorhynchus nerka:s.elegans,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn25:trawl1:Oncorhynchus nerka,salpa_aspera,NA,GoA2019_Stn25:trawl1:Oncorhynchus nerka:s.aspera,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn25:trawl1:Oncorhynchus nerka,cyclosalpa,NA,GoA2019_Stn25:trawl1:Oncorhynchus nerka:cyclosalpa,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn25:trawl1:Oncorhynchus nerka,th_longipes,85.6,GoA2019_Stn25:trawl1:Oncorhynchus nerka:t.longipes,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn25:trawl1:Oncorhynchus nerka,cephalopoda,NA,GoA2019_Stn25:trawl1:Oncorhynchus nerka:cephalopoda,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn25:trawl1:Oncorhynchus nerka,phronima_sedentaria,NA,GoA2019_Stn25:trawl1:Oncorhynchus nerka:p.sedentaria,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn25:trawl1:Oncorhynchus nerka,oikopleura,NA,GoA2019_Stn25:trawl1:Oncorhynchus nerka:oikopleura,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn25:trawl1:Oncorhynchus nerka,isopoda,NA,GoA2019_Stn25:trawl1:Oncorhynchus nerka:isopoda,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn25:trawl1:Oncorhynchus nerka,clio_pyramidata,NA,GoA2019_Stn25:trawl1:Oncorhynchus nerka:c.pyramidata,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn25:trawl1:Oncorhynchus nerka,chormiphora_cucumis,NA,GoA2019_Stn25:trawl1:Oncorhynchus nerka:c.cucumis,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn25:trawl1:Oncorhynchus nerka,symbolophorus_californiensis,NA,GoA2019_Stn25:trawl1:Oncorhynchus nerka:s.californiensis,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn25:trawl1:Oncorhynchus nerka,okutania_anonycha,NA,GoA2019_Stn25:trawl1:Oncorhynchus nerka:o.anonycha,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn25:trawl1:Oncorhynchus nerka,sebastes,NA,GoA2019_Stn25:trawl1:Oncorhynchus nerka:sebastes,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn25:trawl1:Oncorhynchus nerka,mictostomus_pacificus,NA,GoA2019_Stn25:trawl1:Oncorhynchus nerka:m.pacificus,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn26:trawl1:Oncorhynchus keta,boreoteuthis_borealis,NA,GoA2019_Stn26:trawl1:Oncorhynchus keta:b.borealis,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn26:trawl1:Oncorhynchus keta,neocalanus_cristatus,NA,GoA2019_Stn26:trawl1:Oncorhynchus keta:n.cristatus,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
GoA2019_Stn26:trawl1:Oncorhynchus keta,pisces,1.19,GoA2019_Stn26:trawl1:Oncorhynchus keta:pisces,g,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/
