eventID,parentEventID,eventDate,decimalLatitude,decimalLongitude,footprintWKT,minimumDepthInMeters,maximumDepthInMeters,eventRemarks,type,geodeticDatum,samplingProtocol
GoA2019_Stn38:trawl1:Oncorhynchus keta:1,GoA2019_Stn38,2019-03-05T16:56:00Z,53.68666666666667,-144.5,NA,NA,NA,sample,HumanObservation,EPSG:4326, 
GoA2019_Stn39:trawl1:Oncorhynchus keta:1,GoA2019_Stn39,2019-03-06T00:55:00Z,54.67,-144.45833333333334,NA,NA,NA,sample,HumanObservation,EPSG:4326, 
GoA2019_Stn40:trawl1:Oncorhynchus nerka:1,GoA2019_Stn40,2019-03-06T07:57:00Z,54.65,-143,NA,NA,NA,sample,HumanObservation,EPSG:4326, 
GoA2019_Stn42:trawl1:Oncorhynchus keta:1,GoA2019_Stn42,2019-03-07T00:00:00Z,52.641666666666666,-143.015,NA,NA,NA,sample,HumanObservation,EPSG:4326, 
GoA2019_Stn43:trawl1:Oncorhynchus keta:1,GoA2019_Stn43,2019-03-07T07:57:00Z,51.64666666666667,-143.00666666666666,NA,NA,NA,sample,HumanObservation,EPSG:4326, 
GoA2019_Stn43:trawl1:Oncorhynchus keta:2,GoA2019_Stn43,2019-03-07T07:57:00Z,51.64666666666667,-143.00666666666666,NA,NA,NA,sample,HumanObservation,EPSG:4326, 
GoA2019_Stn43:trawl1:Oncorhynchus kisutch:1,GoA2019_Stn43,2019-03-07T07:57:00Z,51.64666666666667,-143.00666666666666,NA,NA,NA,sample,HumanObservation,EPSG:4326, 
GoA2019_Stn43:trawl1:Oncorhynchus kisutch:2,GoA2019_Stn43,2019-03-07T07:57:00Z,51.64666666666667,-143.00666666666666,NA,NA,NA,sample,HumanObservation,EPSG:4326, 
GoA2019_Stn44:trawl1:Oncorhynchus keta:1,GoA2019_Stn44,2019-03-07T16:30:00Z,50.638333333333335,-142.97333333333333,NA,NA,NA,sample,HumanObservation,EPSG:4326, 
GoA2019_Stn44:trawl1:Oncorhynchus keta:2,GoA2019_Stn44,2019-03-07T16:30:00Z,50.638333333333335,-142.97333333333333,NA,NA,NA,sample,HumanObservation,EPSG:4326, 
GoA2019_Stn44:trawl1:Oncorhynchus keta:3,GoA2019_Stn44,2019-03-07T16:30:00Z,50.638333333333335,-142.97333333333333,NA,NA,NA,sample,HumanObservation,EPSG:4326, 
GoA2019_Stn45:trawl1:Oncorhynchus tschawytscha:1,GoA2019_Stn45,2019-03-08T01:17:00Z,49.655,-142.95333333333335,NA,NA,NA,sample,HumanObservation,EPSG:4326, 
GoA2019_Stn45:trawl1:Oncorhynchus kisutch:1,GoA2019_Stn45,2019-03-08T01:17:00Z,49.655,-142.95333333333335,NA,NA,NA,sample,HumanObservation,EPSG:4326, 
GoA2019_Stn45:trawl1:Oncorhynchus kisutch:2,GoA2019_Stn45,2019-03-08T01:17:00Z,49.655,-142.95333333333335,NA,NA,NA,sample,HumanObservation,EPSG:4326, 
GoA2019_Stn45:trawl1:Oncorhynchus gorbuscha:1,GoA2019_Stn45,2019-03-08T01:17:00Z,49.655,-142.95333333333335,NA,NA,NA,sample,HumanObservation,EPSG:4326, 
GoA2019_Stn45:trawl1:Oncorhynchus keta:1,GoA2019_Stn45,2019-03-08T01:17:00Z,49.655,-142.95333333333335,NA,NA,NA,sample,HumanObservation,EPSG:4326, 
GoA2019_Stn45:trawl1:Oncorhynchus keta:2,GoA2019_Stn45,2019-03-08T01:17:00Z,49.655,-142.95333333333335,NA,NA,NA,sample,HumanObservation,EPSG:4326, 
GoA2019_Stn46:trawl1:Oncorhynchus kisutch:1,GoA2019_Stn46,2019-03-08T11:02:00Z,48.678333333333335,-142.95833333333334,NA,NA,NA,sample,HumanObservation,EPSG:4326, 
GoA2019_Stn46:trawl1:Oncorhynchus kisutch:2,GoA2019_Stn46,2019-03-08T11:02:00Z,48.678333333333335,-142.95833333333334,NA,NA,NA,sample,HumanObservation,EPSG:4326, 
GoA2019_Stn46:trawl1:Oncorhynchus nerka:1,GoA2019_Stn46,2019-03-08T11:02:00Z,48.678333333333335,-142.95833333333334,NA,NA,NA,sample,HumanObservation,EPSG:4326, 
GoA2019_Stn46:trawl1:Oncorhynchus keta:1,GoA2019_Stn46,2019-03-08T11:02:00Z,48.678333333333335,-142.95833333333334,NA,NA,NA,sample,HumanObservation,EPSG:4326, 
GoA2019_Stn46:trawl1:Oncorhynchus keta:2,GoA2019_Stn46,2019-03-08T11:02:00Z,48.678333333333335,-142.95833333333334,NA,NA,NA,sample,HumanObservation,EPSG:4326, 
GoA2019_Stn47:trawl1:Oncorhynchus kisutch:1,GoA2019_Stn47,2019-03-08T19:20:00Z,48.678333333333335,-141.46,NA,NA,NA,sample,HumanObservation,EPSG:4326, 
GoA2019_Stn47:trawl1:Oncorhynchus kisutch:2,GoA2019_Stn47,2019-03-08T19:20:00Z,48.678333333333335,-141.46,NA,NA,NA,sample,HumanObservation,EPSG:4326, 
GoA2019_Stn48:trawl1:Oncorhynchus keta:1,GoA2019_Stn48,2019-03-09T04:39:00Z,49.68666666666667,-141.475,NA,NA,NA,sample,HumanObservation,EPSG:4326, 
GoA2019_Stn48:trawl1:Oncorhynchus keta:2,GoA2019_Stn48,2019-03-09T04:39:00Z,49.68666666666667,-141.475,NA,NA,NA,sample,HumanObservation,EPSG:4326, 
GoA2019_Stn48:trawl1:Oncorhynchus nerka:1,GoA2019_Stn48,2019-03-09T04:39:00Z,49.68666666666667,-141.475,NA,NA,NA,sample,HumanObservation,EPSG:4326, 
GoA2019_Stn48:trawl1:Oncorhynchus kisutch:1,GoA2019_Stn48,2019-03-09T04:39:00Z,49.68666666666667,-141.475,NA,NA,NA,sample,HumanObservation,EPSG:4326, 
GoA2019_Stn48:trawl1:Oncorhynchus kisutch:2,GoA2019_Stn48,2019-03-09T04:39:00Z,49.68666666666667,-141.475,NA,NA,NA,sample,HumanObservation,EPSG:4326, 
GoA2019_Stn49:trawl1:Oncorhynchus nerka:1,GoA2019_Stn49,2019-03-09T13:05:00Z,50.678333333333335,-141.47333333333333,NA,NA,NA,sample,HumanObservation,EPSG:4326, 
GoA2019_Stn49:trawl1:Oncorhynchus kisutch:1,GoA2019_Stn49,2019-03-09T13:05:00Z,50.678333333333335,-141.47333333333333,NA,NA,NA,sample,HumanObservation,EPSG:4326, 
GoA2019_Stn49:trawl1:Oncorhynchus kisutch:2,GoA2019_Stn49,2019-03-09T13:05:00Z,50.678333333333335,-141.47333333333333,NA,NA,NA,sample,HumanObservation,EPSG:4326, 
GoA2019_Stn51:trawl1:Oncorhynchus kisutch:1,GoA2019_Stn51,2019-03-10T05:28:00Z,52.68666666666667,-141.48166666666665,NA,NA,NA,sample,HumanObservation,EPSG:4326, 
GoA2019_Stn52:trawl1:Oncorhynchus kisutch:1,GoA2019_Stn52,2019-03-10T13:53:00Z,53.666666666666664,-141.46666666666667,NA,NA,NA,sample,HumanObservation,EPSG:4326, 
GoA2019_Stn52:trawl1:Oncorhynchus keta:1,GoA2019_Stn52,2019-03-10T13:53:00Z,53.666666666666664,-141.46666666666667,NA,NA,NA,sample,HumanObservation,EPSG:4326, 
GoA2019_Stn52:trawl1:Oncorhynchus nerka:1,GoA2019_Stn52,2019-03-10T13:53:00Z,53.666666666666664,-141.46666666666667,NA,NA,NA,sample,HumanObservation,EPSG:4326, 
GoA2019_Stn52:trawl1:Oncorhynchus nerka:2,GoA2019_Stn52,2019-03-10T13:53:00Z,53.666666666666664,-141.46666666666667,NA,NA,NA,sample,HumanObservation,EPSG:4326, 
GoA2019_Stn54:trawl1:Oncorhynchus kisutch:1,GoA2019_Stn54,2019-03-11T10:16:00Z,52.663333333333334,-139.96666666666667,NA,NA,NA,sample,HumanObservation,EPSG:4326, 
GoA2019_Stn54:trawl1:Oncorhynchus nerka:1,GoA2019_Stn54,2019-03-11T10:16:00Z,52.663333333333334,-139.96666666666667,NA,NA,NA,sample,HumanObservation,EPSG:4326, 
GoA2019_Stn54:trawl1:Oncorhynchus nerka:2,GoA2019_Stn54,2019-03-11T10:16:00Z,52.663333333333334,-139.96666666666667,NA,NA,NA,sample,HumanObservation,EPSG:4326, 
GoA2019_Stn54:trawl1:Oncorhynchus nerka:3,GoA2019_Stn54,2019-03-11T10:16:00Z,52.663333333333334,-139.96666666666667,NA,NA,NA,sample,HumanObservation,EPSG:4326, 
GoA2019_Stn54:trawl1:Oncorhynchus nerka:4,GoA2019_Stn54,2019-03-11T10:16:00Z,52.663333333333334,-139.96666666666667,NA,NA,NA,sample,HumanObservation,EPSG:4326, 
GoA2019_Stn58:trawl1:Oncorhynchus keta:1,GoA2019_Stn58,2019-03-13T17:00:00Z,49.68333333333333,-138.48333333333332,NA,NA,NA,sample,HumanObservation,EPSG:4326, 
GoA2019_Stn59:trawl1:Oncorhynchus keta:1,GoA2019_Stn59,2019-03-14T06:15:00Z,48.678333333333335,-138.465,NA,NA,NA,sample,HumanObservation,EPSG:4326, 
GoA2019_Stn60:trawl1:Oncorhynchus kisutch:1,GoA2019_Stn60,2019-03-14T14:45:00Z,48.666666666666664,-136.95,NA,NA,NA,sample,HumanObservation,EPSG:4326, 
GoA2019_Stn3:trawl1:Oncorhynchus gorbuscha:1,GoA2019_Stn3,2019-02-21T07:21:00Z,47.63666666666667,-137.02,NA,NA,NA,sample,HumanObservation,EPSG:4326, 
GoA2019_Stn4:trawl1:Oncorhynchus gorbuscha:2,GoA2019_Stn4,2019-02-21T18:19:00Z,47.665,-138.43166666666667,NA,NA,NA,sample,HumanObservation,EPSG:4326, 
GoA2019_Stn4:trawl1:Oncorhynchus gorbuscha:2,GoA2019_Stn4,2019-02-21T18:19:00Z,47.665,-138.43166666666667,NA,NA,NA,sample,HumanObservation,EPSG:4326, 
GoA2019_Stn4:trawl1:Oncorhynchus gorbuscha:2,GoA2019_Stn4,2019-02-21T18:19:00Z,47.665,-138.43166666666667,NA,NA,NA,sample,HumanObservation,EPSG:4326, 
GoA2019_Stn5:trawl1:Oncorhynchus gorbuscha:1,GoA2019_Stn5,2019-02-22T05:49:00Z,47.66166666666667,-139.97166666666666,NA,NA,NA,sample,HumanObservation,EPSG:4326, 
GoA2019_Stn5:trawl1:Oncorhynchus gorbuscha:1,GoA2019_Stn5,2019-02-22T05:49:00Z,47.66166666666667,-139.97166666666666,NA,NA,NA,sample,HumanObservation,EPSG:4326, 
GoA2019_Stn5:trawl1:Oncorhynchus gorbuscha:1,GoA2019_Stn5,2019-02-22T05:49:00Z,47.66166666666667,-139.97166666666666,NA,NA,NA,sample,HumanObservation,EPSG:4326, 
GoA2019_Stn5:trawl1:Oncorhynchus kisutch:1,GoA2019_Stn5,2019-02-22T05:49:00Z,47.66166666666667,-139.97166666666666,NA,NA,NA,sample,HumanObservation,EPSG:4326, 
GoA2019_Stn5:trawl1:Oncorhynchus kisutch:1,GoA2019_Stn5,2019-02-22T05:49:00Z,47.66166666666667,-139.97166666666666,NA,NA,NA,sample,HumanObservation,EPSG:4326, 
GoA2019_Stn6:trawl1:Oncorhynchus gorbuscha:1,GoA2019_Stn6,2019-02-22T16:55:00Z,47.63333333333333,-141.51666666666668,NA,NA,NA,sample,HumanObservation,EPSG:4326, 
GoA2019_Stn6:trawl1:Oncorhynchus gorbuscha:1,GoA2019_Stn6,2019-02-22T16:55:00Z,47.63333333333333,-141.51666666666668,NA,NA,NA,sample,HumanObservation,EPSG:4326, 
GoA2019_Stn6:trawl1:Oncorhynchus gorbuscha:1,GoA2019_Stn6,2019-02-22T16:55:00Z,47.63333333333333,-141.51666666666668,NA,NA,NA,sample,HumanObservation,EPSG:4326, 
GoA2019_Stn6:trawl1:Oncorhynchus gorbuscha:1,GoA2019_Stn6,2019-02-22T16:55:00Z,47.63333333333333,-141.51666666666668,NA,NA,NA,sample,HumanObservation,EPSG:4326, 
GoA2019_Stn8:trawl1:Oncorhynchus keta:2,GoA2019_Stn8,2019-02-23T10:38:00Z,47.67666666666667,-144.54333333333332,NA,NA,NA,sample,HumanObservation,EPSG:4326, 
GoA2019_Stn8:trawl1:Oncorhynchus keta:2,GoA2019_Stn8,2019-02-23T10:38:00Z,47.67666666666667,-144.54333333333332,NA,NA,NA,sample,HumanObservation,EPSG:4326, 
GoA2019_Stn8:trawl1:Oncorhynchus keta:2,GoA2019_Stn8,2019-02-23T10:38:00Z,47.67666666666667,-144.54333333333332,NA,NA,NA,sample,HumanObservation,EPSG:4326, 
GoA2019_Stn8:trawl1:Oncorhynchus keta:2,GoA2019_Stn8,2019-02-23T10:38:00Z,47.67666666666667,-144.54333333333332,NA,NA,NA,sample,HumanObservation,EPSG:4326, 
GoA2019_Stn8:trawl1:Oncorhynchus kisutch:1,GoA2019_Stn8,2019-02-23T10:38:00Z,47.67666666666667,-144.54333333333332,NA,NA,NA,sample,HumanObservation,EPSG:4326, 
GoA2019_Stn8:trawl1:Oncorhynchus kisutch:1,GoA2019_Stn8,2019-02-23T10:38:00Z,47.67666666666667,-144.54333333333332,NA,NA,NA,sample,HumanObservation,EPSG:4326, 
GoA2019_Stn8:trawl1:Oncorhynchus kisutch:2,GoA2019_Stn8,2019-02-23T10:38:00Z,47.67666666666667,-144.54333333333332,NA,NA,NA,sample,HumanObservation,EPSG:4326, 
GoA2019_Stn10:trawl1:Oncorhynchus keta:1,GoA2019_Stn10,2019-02-24T03:40:00Z,47.68833333333333,-147.52666666666667,NA,NA,NA,sample,HumanObservation,EPSG:4326, 
GoA2019_Stn10:trawl1:Oncorhynchus kisutch:1,GoA2019_Stn10,2019-02-24T03:40:00Z,47.68833333333333,-147.52666666666667,NA,NA,NA,sample,HumanObservation,EPSG:4326, 
GoA2019_Stn10:trawl1:Oncorhynchus kisutch:1,GoA2019_Stn10,2019-02-24T03:40:00Z,47.68833333333333,-147.52666666666667,NA,NA,NA,sample,HumanObservation,EPSG:4326, 
GoA2019_Stn10:trawl1:Oncorhynchus kisutch:2,GoA2019_Stn10,2019-02-24T03:40:00Z,47.68833333333333,-147.52666666666667,NA,NA,NA,sample,HumanObservation,EPSG:4326, 
GoA2019_Stn11:trawl1:Oncorhynchus keta:1,GoA2019_Stn11,2019-02-24T12:48:00Z,48.68666666666667,-147.61833333333334,NA,NA,NA,sample,HumanObservation,EPSG:4326, 
GoA2019_Stn11:trawl1:Oncorhynchus keta:2,GoA2019_Stn11,2019-02-24T12:48:00Z,48.68666666666667,-147.61833333333334,NA,NA,NA,sample,HumanObservation,EPSG:4326, 
GoA2019_Stn11:trawl1:Oncorhynchus nerka:2,GoA2019_Stn11,2019-02-24T12:48:00Z,48.68666666666667,-147.61833333333334,NA,NA,NA,sample,HumanObservation,EPSG:4326, 
GoA2019_Stn11:trawl1:Oncorhynchus nerka:2,GoA2019_Stn11,2019-02-24T12:48:00Z,48.68666666666667,-147.61833333333334,NA,NA,NA,sample,HumanObservation,EPSG:4326, 
GoA2019_Stn12:trawl1:Oncorhynchus keta:1,GoA2019_Stn12,2019-02-24T21:48:00Z,49.685,-147.515,NA,NA,NA,sample,HumanObservation,EPSG:4326, 
GoA2019_Stn12:trawl1:Oncorhynchus keta:1,GoA2019_Stn12,2019-02-24T21:48:00Z,49.685,-147.515,NA,NA,NA,sample,HumanObservation,EPSG:4326, 
GoA2019_Stn12:trawl1:Oncorhynchus keta:1,GoA2019_Stn12,2019-02-24T21:48:00Z,49.685,-147.515,NA,NA,NA,sample,HumanObservation,EPSG:4326, 
GoA2019_Stn12:trawl1:Oncorhynchus keta:1,GoA2019_Stn12,2019-02-24T21:48:00Z,49.685,-147.515,NA,NA,NA,sample,HumanObservation,EPSG:4326, 
GoA2019_Stn12:trawl1:Oncorhynchus keta:2,GoA2019_Stn12,2019-02-24T21:48:00Z,49.685,-147.515,NA,NA,NA,sample,HumanObservation,EPSG:4326, 
GoA2019_Stn12:trawl1:Oncorhynchus keta:2,GoA2019_Stn12,2019-02-24T21:48:00Z,49.685,-147.515,NA,NA,NA,sample,HumanObservation,EPSG:4326, 
GoA2019_Stn12:trawl1:Oncorhynchus keta:4,GoA2019_Stn12,2019-02-24T21:48:00Z,49.685,-147.515,NA,NA,NA,sample,HumanObservation,EPSG:4326, 
GoA2019_Stn12:trawl1:Oncorhynchus nerka:1,GoA2019_Stn12,2019-02-24T21:48:00Z,49.685,-147.515,NA,NA,NA,sample,HumanObservation,EPSG:4326, 
GoA2019_Stn14:trawl1:Oncorhynchus keta:2,GoA2019_Stn14,2019-02-25T15:55:00Z,51.693333333333335,-147.53666666666666,NA,NA,NA,sample,HumanObservation,EPSG:4326, 
GoA2019_Stn16:trawl1:Oncorhynchus keta:2,GoA2019_Stn16,2019-02-26T08:15:00Z,53.69833333333333,-147.49666666666667,NA,NA,NA,sample,HumanObservation,EPSG:4326, 
GoA2019_Stn16:trawl1:Oncorhynchus nerka:1,GoA2019_Stn16,2019-02-26T08:15:00Z,53.69833333333333,-147.49666666666667,NA,NA,NA,sample,HumanObservation,EPSG:4326, 
GoA2019_Stn16:trawl1:Oncorhynchus nerka:1,GoA2019_Stn16,2019-02-26T08:15:00Z,53.69833333333333,-147.49666666666667,NA,NA,NA,sample,HumanObservation,EPSG:4326, 
GoA2019_Stn16:trawl1:Oncorhynchus nerka:1,GoA2019_Stn16,2019-02-26T08:15:00Z,53.69833333333333,-147.49666666666667,NA,NA,NA,sample,HumanObservation,EPSG:4326, 
GoA2019_Stn16:trawl1:Oncorhynchus nerka:2,GoA2019_Stn16,2019-02-26T08:15:00Z,53.69833333333333,-147.49666666666667,NA,NA,NA,sample,HumanObservation,EPSG:4326, 
GoA2019_Stn16:trawl1:Oncorhynchus nerka:2,GoA2019_Stn16,2019-02-26T08:15:00Z,53.69833333333333,-147.49666666666667,NA,NA,NA,sample,HumanObservation,EPSG:4326, 
GoA2019_Stn16:trawl1:Oncorhynchus nerka:3,GoA2019_Stn16,2019-02-26T08:15:00Z,53.69833333333333,-147.49666666666667,NA,NA,NA,sample,HumanObservation,EPSG:4326, 
GoA2019_Stn16:trawl1:Oncorhynchus nerka:3,GoA2019_Stn16,2019-02-26T08:15:00Z,53.69833333333333,-147.49666666666667,NA,NA,NA,sample,HumanObservation,EPSG:4326, 
GoA2019_Stn22:trawl1:Oncorhynchus nerka:1,GoA2019_Stn22,2019-02-28T07:51:00Z,56.65,-142.97833333333332,NA,NA,NA,sample,HumanObservation,EPSG:4326, 
GoA2019_Stn22:trawl1:Oncorhynchus nerka:1,GoA2019_Stn22,2019-02-28T07:51:00Z,56.65,-142.97833333333332,NA,NA,NA,sample,HumanObservation,EPSG:4326, 
GoA2019_Stn22:trawl1:Oncorhynchus nerka:2,GoA2019_Stn22,2019-02-28T07:51:00Z,56.65,-142.97833333333332,NA,NA,NA,sample,HumanObservation,EPSG:4326, 
GoA2019_Stn25:trawl1:Oncorhynchus keta:1,GoA2019_Stn25,2019-03-01T07:09:00Z,55.64833333333333,-145.99333333333334,NA,NA,NA,sample,HumanObservation,EPSG:4326, 
GoA2019_Stn25:trawl1:Oncorhynchus keta:1,GoA2019_Stn25,2019-03-01T07:09:00Z,55.64833333333333,-145.99333333333334,NA,NA,NA,sample,HumanObservation,EPSG:4326, 
GoA2019_Stn25:trawl1:Oncorhynchus keta:2,GoA2019_Stn25,2019-03-01T07:09:00Z,55.64833333333333,-145.99333333333334,NA,NA,NA,sample,HumanObservation,EPSG:4326, 
GoA2019_Stn25:trawl1:Oncorhynchus keta:2,GoA2019_Stn25,2019-03-01T07:09:00Z,55.64833333333333,-145.99333333333334,NA,NA,NA,sample,HumanObservation,EPSG:4326, 
GoA2019_Stn25:trawl1:Oncorhynchus nerka:1,GoA2019_Stn25,2019-03-01T07:09:00Z,55.64833333333333,-145.99333333333334,NA,NA,NA,sample,HumanObservation,EPSG:4326, 
GoA2019_Stn25:trawl1:Oncorhynchus nerka:1,GoA2019_Stn25,2019-03-01T07:09:00Z,55.64833333333333,-145.99333333333334,NA,NA,NA,sample,HumanObservation,EPSG:4326, 
GoA2019_Stn25:trawl1:Oncorhynchus nerka:2,GoA2019_Stn25,2019-03-01T07:09:00Z,55.64833333333333,-145.99333333333334,NA,NA,NA,sample,HumanObservation,EPSG:4326, 
GoA2019_Stn26:trawl1:Oncorhynchus keta:1,GoA2019_Stn26,2019-03-01T15:34:00Z,54.64333333333333,-146,NA,NA,NA,sample,HumanObservation,EPSG:4326, 
GoA2019_Stn26:trawl1:Oncorhynchus keta:1,GoA2019_Stn26,2019-03-01T15:34:00Z,54.64333333333333,-146,NA,NA,NA,sample,HumanObservation,EPSG:4326, 
GoA2019_Stn26:trawl1:Oncorhynchus keta:2,GoA2019_Stn26,2019-03-01T15:34:00Z,54.64333333333333,-146,NA,NA,NA,sample,HumanObservation,EPSG:4326, 
GoA2019_Stn26:trawl1:Oncorhynchus nerka:2,GoA2019_Stn26,2019-03-01T15:34:00Z,54.64333333333333,-146,NA,NA,NA,sample,HumanObservation,EPSG:4326, 
GoA2019_Stn27:trawl1:Oncorhynchus keta:1,GoA2019_Stn27,2019-03-01T23:24:00Z,53.641666666666666,-145.99833333333333,NA,NA,NA,sample,HumanObservation,EPSG:4326, 
GoA2019_Stn27:trawl1:Oncorhynchus nerka:1,GoA2019_Stn27,2019-03-01T23:24:00Z,53.641666666666666,-145.99833333333333,NA,NA,NA,sample,HumanObservation,EPSG:4326, 
GoA2019_Stn27:trawl1:Oncorhynchus nerka:2,GoA2019_Stn27,2019-03-01T23:24:00Z,53.641666666666666,-145.99833333333333,NA,NA,NA,sample,HumanObservation,EPSG:4326, 
GoA2019_Stn28:trawl1:Oncorhynchus nerka:2,GoA2019_Stn28,2019-03-02T07:23:00Z,52.64333333333333,-146.015,NA,NA,NA,sample,HumanObservation,EPSG:4326, 
GoA2019_Stn30:trawl1:Oncorhynchus keta:2,GoA2019_Stn30,2019-03-02T23:49:00Z,50.64,-146.00666666666666,NA,NA,NA,sample,HumanObservation,EPSG:4326, 
GoA2019_Stn30:trawl1:Oncorhynchus keta:3,GoA2019_Stn30,2019-03-02T23:49:00Z,50.64,-146.00666666666666,NA,NA,NA,sample,HumanObservation,EPSG:4326, 
GoA2019_Stn30:trawl1:Oncorhynchus keta:4,GoA2019_Stn30,2019-03-02T23:49:00Z,50.64,-146.00666666666666,NA,NA,NA,sample,HumanObservation,EPSG:4326, 
GoA2019_Stn30:trawl1:Oncorhynchus keta:4,GoA2019_Stn30,2019-03-02T23:49:00Z,50.64,-146.00666666666666,NA,NA,NA,sample,HumanObservation,EPSG:4326, 
GoA2019_Stn30:trawl1:Oncorhynchus keta:4,GoA2019_Stn30,2019-03-02T23:49:00Z,50.64,-146.00666666666666,NA,NA,NA,sample,HumanObservation,EPSG:4326, 
GoA2019_Stn31:trawl1:Oncorhynchus keta:2,GoA2019_Stn31,2019-03-03T07:32:00Z,49.645,-146.00333333333333,NA,NA,NA,sample,HumanObservation,EPSG:4326, 
GoA2019_Stn31:trawl1:Oncorhynchus kisutch:1,GoA2019_Stn31,2019-03-03T07:32:00Z,49.645,-146.00333333333333,NA,NA,NA,sample,HumanObservation,EPSG:4326, 
GoA2019_Stn31:trawl1:Oncorhynchus kisutch:1,GoA2019_Stn31,2019-03-03T07:32:00Z,49.645,-146.00333333333333,NA,NA,NA,sample,HumanObservation,EPSG:4326, 
GoA2019_Stn31:trawl1:Oncorhynchus kisutch:2,GoA2019_Stn31,2019-03-03T07:32:00Z,49.645,-146.00333333333333,NA,NA,NA,sample,HumanObservation,EPSG:4326, 
GoA2019_Stn32:trawl1:Oncorhynchus gorbuscha:2,GoA2019_Stn32,2019-03-03T16:21:00Z,48.663333333333334,-145.97,NA,NA,NA,sample,HumanObservation,EPSG:4326, 
GoA2019_Stn32:trawl1:Oncorhynchus keta:2,GoA2019_Stn32,2019-03-03T16:21:00Z,48.663333333333334,-145.97,NA,NA,NA,sample,HumanObservation,EPSG:4326, 
GoA2019_Stn32:trawl1:Oncorhynchus keta:3,GoA2019_Stn32,2019-03-03T16:21:00Z,48.663333333333334,-145.97,NA,NA,NA,sample,HumanObservation,EPSG:4326, 
GoA2019_Stn32:trawl1:Oncorhynchus keta:3,GoA2019_Stn32,2019-03-03T16:21:00Z,48.663333333333334,-145.97,NA,NA,NA,sample,HumanObservation,EPSG:4326, 
GoA2019_Stn32:trawl1:Oncorhynchus keta:4,GoA2019_Stn32,2019-03-03T16:21:00Z,48.663333333333334,-145.97,NA,NA,NA,sample,HumanObservation,EPSG:4326, 
GoA2019_Stn32:trawl1:Oncorhynchus kisutch:2,GoA2019_Stn32,2019-03-03T16:21:00Z,48.663333333333334,-145.97,NA,NA,NA,sample,HumanObservation,EPSG:4326, 
GoA2019_Stn32:trawl1:Oncorhynchus kisutch:2,GoA2019_Stn32,2019-03-03T16:21:00Z,48.663333333333334,-145.97,NA,NA,NA,sample,HumanObservation,EPSG:4326, 
GoA2019_Stn33:trawl1:Oncorhynchus gorbuscha:1,GoA2019_Stn33,2019-03-04T00:25:00Z,48.68666666666667,-144.43,NA,NA,NA,sample,HumanObservation,EPSG:4326, 
GoA2019_Stn33:trawl1:Oncorhynchus gorbuscha:1,GoA2019_Stn33,2019-03-04T00:25:00Z,48.68666666666667,-144.43,NA,NA,NA,sample,HumanObservation,EPSG:4326, 
GoA2019_Stn33:trawl1:Oncorhynchus gorbuscha:1,GoA2019_Stn33,2019-03-04T00:25:00Z,48.68666666666667,-144.43,NA,NA,NA,sample,HumanObservation,EPSG:4326, 
GoA2019_Stn33:trawl1:Oncorhynchus keta:1,GoA2019_Stn33,2019-03-04T00:25:00Z,48.68666666666667,-144.43,NA,NA,NA,sample,HumanObservation,EPSG:4326, 
GoA2019_Stn33:trawl1:Oncorhynchus keta:2,GoA2019_Stn33,2019-03-04T00:25:00Z,48.68666666666667,-144.43,NA,NA,NA,sample,HumanObservation,EPSG:4326, 
GoA2019_Stn33:trawl1:Oncorhynchus keta:2,GoA2019_Stn33,2019-03-04T00:25:00Z,48.68666666666667,-144.43,NA,NA,NA,sample,HumanObservation,EPSG:4326, 
GoA2019_Stn33:trawl1:Oncorhynchus keta:2,GoA2019_Stn33,2019-03-04T00:25:00Z,48.68666666666667,-144.43,NA,NA,NA,sample,HumanObservation,EPSG:4326, 
GoA2019_Stn33:trawl1:Oncorhynchus keta:3,GoA2019_Stn33,2019-03-04T00:25:00Z,48.68666666666667,-144.43,NA,NA,NA,sample,HumanObservation,EPSG:4326, 
GoA2019_Stn33:trawl1:Oncorhynchus keta:3,GoA2019_Stn33,2019-03-04T00:25:00Z,48.68666666666667,-144.43,NA,NA,NA,sample,HumanObservation,EPSG:4326, 
GoA2019_Stn33:trawl1:Oncorhynchus kisutch:2,GoA2019_Stn33,2019-03-04T00:25:00Z,48.68666666666667,-144.43,NA,NA,NA,sample,HumanObservation,EPSG:4326, 
GoA2019_Stn34:trawl1:Oncorhynchus keta:1,GoA2019_Stn34,2019-03-04T08:41:00Z,49.69166666666667,-144.51333333333332,NA,NA,NA,sample,HumanObservation,EPSG:4326, 
GoA2019_Stn35:trawl1:Oncorhynchus gorbuscha:1,GoA2019_Stn35,2019-03-04T16:45:00Z,50.695,-144.53333333333333,NA,NA,NA,sample,HumanObservation,EPSG:4326, 
GoA2019_Stn35:trawl1:Oncorhynchus keta:1,GoA2019_Stn35,2019-03-04T16:45:00Z,50.695,-144.53333333333333,NA,NA,NA,sample,HumanObservation,EPSG:4326, 
GoA2019_Stn35:trawl1:Oncorhynchus keta:1,GoA2019_Stn35,2019-03-04T16:45:00Z,50.695,-144.53333333333333,NA,NA,NA,sample,HumanObservation,EPSG:4326, 
GoA2019_Stn35:trawl1:Oncorhynchus keta:2,GoA2019_Stn35,2019-03-04T16:45:00Z,50.695,-144.53333333333333,NA,NA,NA,sample,HumanObservation,EPSG:4326, 
